Image ID, Detector, Descriptor, Matched Keypoints, TTC LiDAR, TTC Camera
34, FAST, ORB, 1488, 11.275957, 16.672980
35, FAST, ORB, 1476, 8.573839, 10.593090
36, FAST, ORB, 1538, 9.188342, 12.628459
37, FAST, ORB, 1509, 6.791257, 8.783445
38, FAST, ORB, 1503, 6.367849, 15.015912
39, FAST, ORB, 1548, 6.892141, 59.904327
40, FAST, ORB, 1557, 5.925724, 7.790704
41, FAST, ORB, 1507, 5.661101, 14.583162
42, FAST, ORB, 1558, 6.190135, 10.176071
43, FAST, ORB, 1598, 6.497391, 7.583006
44, FAST, ORB, 1580, 5.778564, 9.208758
45, FAST, ORB, 1565, 7.144786, 13.295013
46, FAST, ORB, 1562, 8.603588, 10.662512
47, FAST, ORB, 1542, 8.201800, 15.214341
48, FAST, ORB, 1516, 9.639516, 24.630851
49, FAST, ORB, 1584, 12.752858, 13.379466
50, FAST, ORB, 1596, 13.017200, 23.871419
51, FAST, ORB, 1618, 18.883202, 18.863781
52, FAST, ORB, 1602, nan, nan
53, FAST, ORB, 1625, nan, nan
54, FAST, ORB, 1621, nan, nan
55, FAST, ORB, 1533, nan, nan
56, FAST, ORB, 1536, nan, nan
57, FAST, ORB, 1583, nan, nan
58, FAST, ORB, 1538, nan, nan
59, FAST, ORB, 1502, nan, nan
60, FAST, ORB, 1601, nan, nan

0, FAST, FREAK, 0, 0, 0
1, FAST, FREAK, 959, 12.320080, 51.577224
2, FAST, FREAK, 950, 12.219899, 16.138734
3, FAST, FREAK, 944, 14.746746, 13.406883
4, FAST, FREAK, 889, 16.509510, 14.031572
5, FAST, FREAK, 969, 15.583940, 99.764261
6, FAST, FREAK, 917, 12.886679, 12.329150
7, FAST, FREAK, 886, 11.981315, 12.753004
8, FAST, FREAK, 883, 13.120670, 11.546717
9, FAST, FREAK, 865, 13.020670, nan
10, FAST, FREAK, 897, 11.342427, 13.416893
11, FAST, FREAK, 930, 12.588132, 13.019157
12, FAST, FREAK, 898, 8.848173, 12.036413
13, FAST, FREAK, 923, 9.960280, 11.659949
14, FAST, FREAK, 952, 9.342840, 11.348694
15, FAST, FREAK, 930, 8.363573, 11.029640
16, FAST, FREAK, 957, 10.278060, 12.101945
17, FAST, FREAK, 1011, 9.611036, 11.067669
18, FAST, FREAK, 989, 8.397584, 11.860611
19, FAST, FREAK, 928, 8.842841, 11.322027
20, FAST, FREAK, 1033, 7.507805, 11.464095
21, FAST, FREAK, 1053, 6.721826, 10.337069
22, FAST, FREAK, 1043, 8.498739, 11.202542
23, FAST, FREAK, 1079, 8.080008, 9.140308
24, FAST, FREAK, 1035, 7.329854, 8.590169
25, FAST, FREAK, 1026, 6.985581, 10.833180
26, FAST, FREAK, 1072, 6.964027, 11.941005
27, FAST, FREAK, 1077, 6.943196, 12.424907
28, FAST, FREAK, 1089, 8.386108, 11.910610
29, FAST, FREAK, 1091, 6.608878, 11.254089
30, FAST, FREAK, 1046, 10.335058, 12.718282
31, FAST, FREAK, 1129, 10.056964, 14.165929
32, FAST, FREAK, 1190, 9.158701, 12.507171
33, FAST, FREAK, 1108, 6.936604, 15.182988
34, FAST, FREAK, 1194, 11.275957, 10.247727
35, FAST, FREAK, 1169, 8.573839, 9.381527
36, FAST, FREAK, 1243, 9.188342, 8.637265
37, FAST, FREAK, 1221, 6.791257, 12.503187
38, FAST, FREAK, 1153, 6.367849, 9.281306
39, FAST, FREAK, 1265, 6.892141, 9.440637
40, FAST, FREAK, 1256, 5.925724, 8.775207
41, FAST, FREAK, 1197, 5.661101, 7.755627
42, FAST, FREAK, 1290, 6.190135, 10.473099
43, FAST, FREAK, 1287, 6.497391, 7.272786
44, FAST, FREAK, 1288, 5.778564, 8.791075
45, FAST, FREAK, 1243, 7.144786, 8.172636
46, FAST, FREAK, 1269, 8.603588, 9.412373
47, FAST, FREAK, 1236, 8.201800, 10.515792
48, FAST, FREAK, 1237, 9.639516, 12.652741
49, FAST, FREAK, 1279, 12.752858, 14.493093
50, FAST, FREAK, 1327, 13.017200, 21.617415
51, FAST, FREAK, 1361, 18.883202, 19.855871
52, FAST, FREAK, 1365, nan, nan
53, FAST, FREAK, 1377, nan, nan
54, FAST, FREAK, 1455, nan, nan
55, FAST, FREAK, 1185, nan, nan
56, FAST, FREAK, 1221, nan, nan
57, FAST, FREAK, 1329, nan, nan
58, FAST, FREAK, 1300, nan, nan
59, FAST, FREAK, 1169, nan, nan
60, FAST, FREAK, 1389, nan, nan

0, FAST, SIFT, 0, 0, 0
1, FAST, SIFT, 1424, 12.320080, 12.331682
2, FAST, SIFT, 1446, 12.219899, 12.825952
3, FAST, SIFT, 1383, 14.746746, 18.774277
4, FAST, SIFT, 1389, 16.509510, 15.489686
5, FAST, SIFT, 1449, 15.583940, nan
6, FAST, SIFT, 1425, 12.886679, 74.567208
7, FAST, SIFT, 1377, 11.981315, 12.728236
8, FAST, SIFT, 1345, 13.120670, 12.653649
9, FAST, SIFT, 1385, 13.020670, 13.851991
10, FAST, SIFT, 1392, 11.342427, 17.146740
11, FAST, SIFT, 1350, 12.588132, 13.793456
12, FAST, SIFT, 1368, 8.848173, 13.071736
13, FAST, SIFT, 1368, 9.960280, 13.507065
14, FAST, SIFT, 1386, 9.342840, 13.190203
15, FAST, SIFT, 1386, 8.363573, 12.607115
16, FAST, SIFT, 1446, 10.278060, 14.140712
17, FAST, SIFT, 1445, 9.611036, 12.032650
18, FAST, SIFT, 1465, 8.397584, 13.150194
19, FAST, SIFT, 1495, 8.842841, 37.443993
20, FAST, SIFT, 1525, 7.507805, 12.420787
21, FAST, SIFT, 1527, 6.721826, 12.342616
22, FAST, SIFT, 1540, 8.498739, 15.061439
23, FAST, SIFT, 1570, 8.080008, 12.081727
24, FAST, SIFT, 1563, 7.329854, 13.203019
25, FAST, SIFT, 1572, 6.985581, 13.468116
26, FAST, SIFT, 1588, 6.964027, 12.952531
27, FAST, SIFT, 1591, 6.943196, 17.177627
28, FAST, SIFT, 1621, 8.386108, 14.087090
29, FAST, SIFT, 1612, 6.608878, 13.150562
30, FAST, SIFT, 1610, 10.335058, 16.178100
31, FAST, SIFT, 1656, 10.056964, 23.224704
32, FAST, SIFT, 1681, 9.158701, 16.984200
33, FAST, SIFT, 1706, 6.936604, 54.372078
34, FAST, SIFT, 1696, 11.275957, 16.078697
35, FAST, SIFT, 1655, 8.573839, 13.830808
36, FAST, SIFT, 1738, 9.188342, 12.683846
37, FAST, SIFT, 1719, 6.791257, 13.426594
38, FAST, SIFT, 1667, 6.367849, 15.628436
39, FAST, SIFT, 1724, 6.892141, 36.501094
40, FAST, SIFT, 1731, 5.925724, 50.904188
41, FAST, SIFT, 1724, 5.661101, 15.602543
42, FAST, SIFT, 1757, 6.190135, 43.391276
43, FAST, SIFT, 1780, 6.497391, 12.336624
44, FAST, SIFT, 1777, 5.778564, 18.680675
45, FAST, SIFT, 1762, 7.144786, 19.540438
46, FAST, SIFT, 1754, 8.603588, 16.406139
47, FAST, SIFT, 1723, 8.201800, 15.614051
48, FAST, SIFT, 1696, 9.639516, 16.445753
49, FAST, SIFT, 1738, 12.752858, 17.425773
50, FAST, SIFT, 1804, 13.017200, 23.073595
51, FAST, SIFT, 1832, 18.883202, 24.323677
52, FAST, SIFT, 1830, nan, nan
53, FAST, SIFT, 1832, nan, nan
54, FAST, SIFT, 1872, nan, nan
55, FAST, SIFT, 1766, nan, nan
56, FAST, SIFT, 1762, nan, nan
57, FAST, SIFT, 1806, nan, nan
58, FAST, SIFT, 1771, nan, nan
59, FAST, SIFT, 1703, nan, nan
60, FAST, SIFT, 1800, nan, nan

0, BRISK, BRISK, 0, 0, 0
1, BRISK, BRISK, 1578, 12.320080, 13.031013
2, BRISK, BRISK, 1631, 12.219899, 23.102704
3, BRISK, BRISK, 1589, 14.746746, 18.998933
4, BRISK, BRISK, 1510, 16.509510, 15.203116
5, BRISK, BRISK, 1497, 15.583940, 26.094936
6, BRISK, BRISK, 1525, 12.886679, 16.426118
7, BRISK, BRISK, 1500, 11.981315, 16.856280
8, BRISK, BRISK, 1494, 13.120670, 23.428792
9, BRISK, BRISK, 1529, 13.020670, 15.464508
10, BRISK, BRISK, 1497, 11.342427, 13.412117
11, BRISK, BRISK, 1564, 12.588132, 12.136334
12, BRISK, BRISK, 1562, 8.848173, 11.010747
13, BRISK, BRISK, 1553, 9.960280, 11.850547
14, BRISK, BRISK, 1588, 9.342840, 12.037588
15, BRISK, BRISK, 1682, 8.363573, 16.032303
16, BRISK, BRISK, 1687, 10.278060, 11.296855
17, BRISK, BRISK, 1682, 9.611036, 9.898668
18, BRISK, BRISK, 1775, 8.397584, 13.034761
19, BRISK, BRISK, 1690, 8.842841, 15.098688
20, BRISK, BRISK, 1695, 7.507805, 10.425490
21, BRISK, BRISK, 1758, 6.721826, 9.812842
22, BRISK, BRISK, 1763, 8.498739, 15.379209
23, BRISK, BRISK, 1831, 8.080008, 11.495797
24, BRISK, BRISK, 1819, 7.329854, 10.164500
25, BRISK, BRISK, 1878, 6.985581, 11.067796
26, BRISK, BRISK, 1876, 6.964027, 18.292415
27, BRISK, BRISK, 1909, 6.943196, 13.658757
28, BRISK, BRISK, 1881, 8.386108, 13.668560
29, BRISK, BRISK, 1870, 6.608878, 23.297167
30, BRISK, BRISK, 1878, 10.335058, 28.207214
31, BRISK, BRISK, 1917, 10.056964, 17.476469
32, BRISK, BRISK, 2014, 9.158701, 26.133099
33, BRISK, BRISK, 1934, 6.936604, 15.614837
34, BRISK, BRISK, 2059, 11.275957, 13.304066
35, BRISK, BRISK, 1969, 8.573839, 17.035169
36, BRISK, BRISK, 2121, 9.188342, 9.651557
37, BRISK, BRISK, 2037, 6.791257, 13.319919
38, BRISK, BRISK, 1980, 6.367849, 13.321728
39, BRISK, BRISK, 2116, 6.892141, 36.762621
40, BRISK, BRISK, 2199, 5.925724, 12.411076
41, BRISK, BRISK, 2105, 5.661101, 19.163127
42, BRISK, BRISK, 2172, 6.190135, 16.819864
43, BRISK, BRISK, 2194, 6.497391, 12.582628
44, BRISK, BRISK, 2210, 5.778564, 8.572364
45, BRISK, BRISK, 2191, 7.144786, 26.510824
46, BRISK, BRISK, 2151, 8.603588, 18.816082
47, BRISK, BRISK, 2141, 8.201800, 10.580893
48, BRISK, BRISK, 2164, 9.639516, 22.200591
49, BRISK, BRISK, 2236, 12.752858, 14.243740
50, BRISK, BRISK, 2279, 13.017200, 21.613388
51, BRISK, BRISK, 2317, 18.883202, 36.443735
52, BRISK, BRISK, 2414, nan, 56.076075
53, BRISK, BRISK, 2385, nan, 133.819419
54, BRISK, BRISK, 2497, nan, -183.239581
55, BRISK, BRISK, 2061, nan, -85.997068
56, BRISK, BRISK, 2096, nan, 528.670692
57, BRISK, BRISK, 2369, nan, 5986.761264
58, BRISK, BRISK, 2316, nan, -270.520194
59, BRISK, BRISK, 2025, nan, -774.998497
60, BRISK, BRISK, 2450, nan, -1617.023876

0, BRISK, BRIEF, 0, 0, 0
1, BRISK, BRIEF, 1702, 12.320080, 15.849072
2, BRISK, BRIEF, 1777, 12.219899, 26.023004
3, BRISK, BRIEF, 1805, 14.746746, 21.672818
4, BRISK, BRIEF, 1705, 16.509510, 23.618613
5, BRISK, BRIEF, 1715, 15.583940, 26.675177
6, BRISK, BRIEF, 1747, 12.886679, 49.054128
7, BRISK, BRIEF, 1678, 11.981315, 25.286738
8, BRISK, BRIEF, 1675, 13.120670, 18.406368
9, BRISK, BRIEF, 1737, 13.020670, 24.177677
10, BRISK, BRIEF, 1708, 11.342427, 19.133637
11, BRISK, BRIEF, 1741, 12.588132, 21.944723
12, BRISK, BRIEF, 1742, 8.848173, 17.875698
13, BRISK, BRIEF, 1721, 9.960280, 17.924288
14, BRISK, BRIEF, 1764, 9.342840, 17.230997
15, BRISK, BRIEF, 1850, 8.363573, 11.053967
16, BRISK, BRIEF, 1838, 10.278060, 17.194973
17, BRISK, BRIEF, 1908, 9.611036, 15.307591
18, BRISK, BRIEF, 1956, 8.397584, 18.143898
19, BRISK, BRIEF, 1964, 8.842841, 16.891977
20, BRISK, BRIEF, 1953, 7.507805, 10.260141
21, BRISK, BRIEF, 1929, 6.721826, 14.070477
22, BRISK, BRIEF, 1975, 8.498739, 15.263790
23, BRISK, BRIEF, 2024, 8.080008, 15.430713
24, BRISK, BRIEF, 1962, 7.329854, 15.720306
25, BRISK, BRIEF, 2003, 6.985581, 10.076747
26, BRISK, BRIEF, 2038, 6.964027, 19.103478
27, BRISK, BRIEF, 2098, 6.943196, 16.954921
28, BRISK, BRIEF, 2087, 8.386108, 13.362864
29, BRISK, BRIEF, 2093, 6.608878, 25.234092
30, BRISK, BRIEF, 2170, 10.335058, 23.481766
31, BRISK, BRIEF, 2164, 10.056964, 26.857162
32, BRISK, BRIEF, 2208, 9.158701, 24.803395
33, BRISK, BRIEF, 2220, 6.936604, 32.148455
34, BRISK, BRIEF, 2303, 11.275957, 18.797702
35, BRISK, BRIEF, 2216, 8.573839, 19.509498
36, BRISK, BRIEF, 2289, 9.188342, 15.851883
37, BRISK, BRIEF, 2276, 6.791257, 8.426935
38, BRISK, BRIEF, 2241, 6.367849, 23.156632
39, BRISK, BRIEF, 2344, 6.892141, 34.552286
40, BRISK, BRIEF, 2356, 5.925724, 22.548549
41, BRISK, BRIEF, 2338, 5.661101, 17.726261
42, BRISK, BRIEF, 2346, 6.190135, 25.047235
43, BRISK, BRIEF, 2325, 6.497391, 27.834636
44, BRISK, BRIEF, 2344, 5.778564, 19.133713
45, BRISK, BRIEF, 2335, 7.144786, 17.168051
46, BRISK, BRIEF, 2334, 8.603588, 30.347840
47, BRISK, BRIEF, 2273, 8.201800, 20.893434
48, BRISK, BRIEF, 2324, 9.639516, 20.420013
49, BRISK, BRIEF, 2406, 12.752858, 13.139838
50, BRISK, BRIEF, 2438, 13.017200, 34.980494
51, BRISK, BRIEF, 2445, 18.883202, 25.995045
52, BRISK, BRIEF, 2522, nan, 80.887878
53, BRISK, BRIEF, 2459, nan, 125.518706
54, BRISK, BRIEF, 2538, nan, -376.214129
55, BRISK, BRIEF, 2328, nan, -142.616116
56, BRISK, BRIEF, 2325, nan, 315.924652
57, BRISK, BRIEF, 2507, nan, 908.569369
58, BRISK, BRIEF, 2437, nan, -242.258605
59, BRISK, BRIEF, 2266, nan, -499.217933
60, BRISK, BRIEF, 2513, nan, 3894.706127

0, BRISK, ORB, 0, 0, 0
1, BRISK, ORB, 1480, 12.320080, 33.170565
2, BRISK, ORB, 1523, 12.219899, 18.409591
3, BRISK, ORB, 1517, 14.746746, 18.559096
4, BRISK, ORB, 1436, 16.509510, 18.115019
5, BRISK, ORB, 1422, 15.583940, 19.181151
6, BRISK, ORB, 1436, 12.886679, 19.425573
7, BRISK, ORB, 1415, 11.981315, 17.900421
8, BRISK, ORB, 1431, 13.120670, 17.503130
9, BRISK, ORB, 1440, 13.020670, 14.340733
10, BRISK, ORB, 1463, 11.342427, 12.470230
11, BRISK, ORB, 1456, 12.588132, 13.266080
12, BRISK, ORB, 1481, 8.848173, 16.335709
13, BRISK, ORB, 1479, 9.960280, 11.659895
14, BRISK, ORB, 1536, 9.342840, 12.293939
15, BRISK, ORB, 1557, 8.363573, 11.868514
16, BRISK, ORB, 1554, 10.278060, 11.447521
17, BRISK, ORB, 1590, 9.611036, 15.261326
18, BRISK, ORB, 1644, 8.397584, 19.208616
19, BRISK, ORB, 1608, 8.842841, 15.317118
20, BRISK, ORB, 1609, 7.507805, 11.583294
21, BRISK, ORB, 1664, 6.721826, 9.483314
22, BRISK, ORB, 1680, 8.498739, 10.601689
23, BRISK, ORB, 1712, 8.080008, 10.866754
24, BRISK, ORB, 1740, 7.329854, 9.913950
25, BRISK, ORB, 1761, 6.985581, 11.738968
26, BRISK, ORB, 1747, 6.964027, 13.584310
27, BRISK, ORB, 1815, 6.943196, 13.741177
28, BRISK, ORB, 1778, 8.386108, 12.736341
29, BRISK, ORB, 1765, 6.608878, 23.293448
30, BRISK, ORB, 1764, 10.335058, 14.152155
31, BRISK, ORB, 1813, 10.056964, 18.059795
32, BRISK, ORB, 1911, 9.158701, 24.807856
33, BRISK, ORB, 1824, 6.936604, 17.087355
34, BRISK, ORB, 1955, 11.275957, 22.496726
35, BRISK, ORB, 1910, 8.573839, 11.094027
36, BRISK, ORB, 1999, 9.188342, 10.859599
37, BRISK, ORB, 1968, 6.791257, 9.925288
38, BRISK, ORB, 1900, 6.367849, 10.889327
39, BRISK, ORB, 2068, 6.892141, 9.412691
40, BRISK, ORB, 2060, 5.925724, 9.256830
41, BRISK, ORB, 1995, 5.661101, 7.872584
42, BRISK, ORB, 2056, 6.190135, 7.328820
43, BRISK, ORB, 2103, 6.497391, 7.782811
44, BRISK, ORB, 2072, 5.778564, 10.080462
45, BRISK, ORB, 2081, 7.144786, 9.225647
46, BRISK, ORB, 2057, 8.603588, 10.419165
47, BRISK, ORB, 2037, 8.201800, 10.713085
48, BRISK, ORB, 2084, 9.639516, 13.084013
49, BRISK, ORB, 2171, 12.752858, 14.015736
50, BRISK, ORB, 2182, 13.017200, 20.428250
51, BRISK, ORB, 2261, 18.883202, 25.432609
52, BRISK, ORB, 2308, nan, 48.201718
53, BRISK, ORB, 2291, nan, 137.128286
54, BRISK, ORB, 2407, nan, -394.630089
55, BRISK, ORB, 1997, nan, -155.855355
56, BRISK, ORB, 2027, nan, -3771.159803
57, BRISK, ORB, 2355, nan, 975.439894
58, BRISK, ORB, 2247, nan, -359.204888
59, BRISK, ORB, 2006, nan, -556.480187
60, BRISK, ORB, 2378, nan, -2024.006533

0, BRISK, FREAK, 0, 0, 0
1, BRISK, FREAK, 1396, 12.320080, 12.360057
2, BRISK, FREAK, 1470, 12.219899, 20.455489
3, BRISK, FREAK, 1477, 14.746746, 13.580680
4, BRISK, FREAK, 1428, 16.509510, 13.829347
5, BRISK, FREAK, 1391, 15.583940, 22.592758
6, BRISK, FREAK, 1388, 12.886679, 16.330385
7, BRISK, FREAK, 1364, 11.981315, 15.446334
8, BRISK, FREAK, 1368, 13.120670, 23.807828
9, BRISK, FREAK, 1382, 13.020670, 19.580285
10, BRISK, FREAK, 1370, 11.342427, 14.013799
11, BRISK, FREAK, 1412, 12.588132, 16.986802
12, BRISK, FREAK, 1382, 8.848173, 12.999512
13, BRISK, FREAK, 1355, 9.960280, 16.402834
14, BRISK, FREAK, 1376, 9.342840, 12.151651
15, BRISK, FREAK, 1475, 8.363573, 19.522064
16, BRISK, FREAK, 1465, 10.278060, 10.379768
17, BRISK, FREAK, 1544, 9.611036, 9.245771
18, BRISK, FREAK, 1541, 8.397584, 11.658371
19, BRISK, FREAK, 1497, 8.842841, 11.105899
20, BRISK, FREAK, 1505, 7.507805, 16.071963
21, BRISK, FREAK, 1577, 6.721826, 10.652752
22, BRISK, FREAK, 1612, 8.498739, 16.152814
23, BRISK, FREAK, 1668, 8.080008, 15.598554
24, BRISK, FREAK, 1639, 7.329854, 12.201960
25, BRISK, FREAK, 1678, 6.985581, 12.679097
26, BRISK, FREAK, 1680, 6.964027, 11.662222
27, BRISK, FREAK, 1738, 6.943196, 16.003029
28, BRISK, FREAK, 1658, 8.386108, 18.804149
29, BRISK, FREAK, 1700, 6.608878, 18.087659
30, BRISK, FREAK, 1708, 10.335058, 15.684006
31, BRISK, FREAK, 1720, 10.056964, 19.256445
32, BRISK, FREAK, 1805, 9.158701, 32.141388
33, BRISK, FREAK, 1780, 6.936604, 15.190935
34, BRISK, FREAK, 1851, 11.275957, 15.405066
35, BRISK, FREAK, 1791, 8.573839, 10.334754
36, BRISK, FREAK, 1837, 9.188342, 9.594348
37, BRISK, FREAK, 1839, 6.791257, 13.331215
38, BRISK, FREAK, 1802, 6.367849, 20.302074
39, BRISK, FREAK, 1937, 6.892141, 31.475212
40, BRISK, FREAK, 1960, 5.925724, 12.549253
41, BRISK, FREAK, 1917, 5.661101, 9.634070
42, BRISK, FREAK, 1972, 6.190135, 7.332547
43, BRISK, FREAK, 1985, 6.497391, 8.199759
44, BRISK, FREAK, 1985, 5.778564, 8.918538
45, BRISK, FREAK, 1947, 7.144786, 10.229556
46, BRISK, FREAK, 1935, 8.603588, 10.391989
47, BRISK, FREAK, 1900, 8.201800, 12.672148
48, BRISK, FREAK, 1925, 9.639516, 13.913690
49, BRISK, FREAK, 1957, 12.752858, 15.012416
50, BRISK, FREAK, 2039, 13.017200, 30.562839
51, BRISK, FREAK, 2066, 18.883202, 29.688618
52, BRISK, FREAK, 2111, nan, 47.367945
53, BRISK, FREAK, 2092, nan, 124.196090
54, BRISK, FREAK, 2186, nan, -313.208418
55, BRISK, FREAK, 1827, nan, -68.873895
56, BRISK, FREAK, 1839, nan, -1329.882885
57, BRISK, FREAK, 2091, nan, 510.128234
58, BRISK, FREAK, 1991, nan, -239.234915
59, BRISK, FREAK, 1805, nan, -391.965390
60, BRISK, FREAK, 2164, nan, -631.145981

0, BRISK, SIFT, 0, 0, 0
1, BRISK, SIFT, 1740, 12.320080, 13.699592
2, BRISK, SIFT, 1774, 12.219899, 17.285488
3, BRISK, SIFT, 1780, 14.746746, 16.984784
4, BRISK, SIFT, 1756, 16.509510, 13.768178
5, BRISK, SIFT, 1718, 15.583940, 25.346365
6, BRISK, SIFT, 1704, 12.886679, 17.964726
7, BRISK, SIFT, 1698, 11.981315, 14.883964
8, BRISK, SIFT, 1669, 13.120670, 17.289642
9, BRISK, SIFT, 1682, 13.020670, 16.325779
10, BRISK, SIFT, 1712, 11.342427, 16.251023
11, BRISK, SIFT, 1751, 12.588132, 12.091869
12, BRISK, SIFT, 1716, 8.848173, 13.293015
13, BRISK, SIFT, 1773, 9.960280, 13.374710
14, BRISK, SIFT, 1715, 9.342840, 11.479981
15, BRISK, SIFT, 1801, 8.363573, 13.733850
16, BRISK, SIFT, 1820, 10.278060, 10.769996
17, BRISK, SIFT, 1872, 9.611036, 11.468518
18, BRISK, SIFT, 1897, 8.397584, 13.075253
19, BRISK, SIFT, 1909, 8.842841, 11.624862
20, BRISK, SIFT, 1917, 7.507805, 11.849118
21, BRISK, SIFT, 1944, 6.721826, 10.484002
22, BRISK, SIFT, 1911, 8.498739, 11.625343
23, BRISK, SIFT, 2018, 8.080008, 12.964872
24, BRISK, SIFT, 2010, 7.329854, 11.586835
25, BRISK, SIFT, 2043, 6.985581, 11.901878
26, BRISK, SIFT, 1990, 6.964027, 13.496671
27, BRISK, SIFT, 2100, 6.943196, 18.860535
28, BRISK, SIFT, 2089, 8.386108, 13.429390
29, BRISK, SIFT, 2077, 6.608878, 15.009797
30, BRISK, SIFT, 2079, 10.335058, 21.980229
31, BRISK, SIFT, 2130, 10.056964, 20.119002
32, BRISK, SIFT, 2184, 9.158701, 18.771349
33, BRISK, SIFT, 2104, 6.936604, 19.942850
34, BRISK, SIFT, 2180, 11.275957, 16.244405
35, BRISK, SIFT, 2152, 8.573839, 10.669547
36, BRISK, SIFT, 2206, 9.188342, 10.245001
37, BRISK, SIFT, 2154, 6.791257, 10.197953
38, BRISK, SIFT, 2161, 6.367849, 10.390441
39, BRISK, SIFT, 2280, 6.892141, 11.896447
40, BRISK, SIFT, 2297, 5.925724, 12.680318
41, BRISK, SIFT, 2277, 5.661101, 9.003374
42, BRISK, SIFT, 2306, 6.190135, 7.868458
43, BRISK, SIFT, 2291, 6.497391, 8.673814
44, BRISK, SIFT, 2292, 5.778564, 9.239568
45, BRISK, SIFT, 2271, 7.144786, 10.126610
46, BRISK, SIFT, 2271, 8.603588, 10.283547
47, BRISK, SIFT, 2267, 8.201800, 12.086473
48, BRISK, SIFT, 2299, 9.639516, 14.060842
49, BRISK, SIFT, 2331, 12.752858, 15.170048
