Image ID, Detector, Descriptor, Matched Keypoints, TTC LiDAR, TTC Camera
44, AKAZE, ORB, 1185, 5.778564, 11.644342
45, AKAZE, ORB, 1180, 7.144786, 18.447709
46, AKAZE, ORB, 1165, 8.603588, 10.615889
47, AKAZE, ORB, 1143, 8.201800, 10.747592
48, AKAZE, ORB, 1156, 9.639516, 21.996586
49, AKAZE, ORB, 1176, 12.752858, 15.098561
50, AKAZE, ORB, 1204, 13.017200, 35.016578
51, AKAZE, ORB, 1226, 18.883202, 23.756278
52, AKAZE, ORB, 1260, nan, 45.590138
53, AKAZE, ORB, 1274, nan, 115.388295
54, AKAZE, ORB, 1295, nan, -195.388990
55, AKAZE, ORB, 1175, nan, -84.126324
56, AKAZE, ORB, 1229, nan, 3268.487293
57, AKAZE, ORB, 1270, nan, -390.405576
58, AKAZE, ORB, 1209, nan, -193.895342
59, AKAZE, ORB, 1165, nan, -331.412802
60, AKAZE, ORB, 1239, nan, -381.807196

0, AKAZE, FREAK, 0, 0, 0
1, AKAZE, FREAK, 915, 12.320080, 13.550812
2, AKAZE, FREAK, 910, 12.219899, 16.853331
3, AKAZE, FREAK, 969, 14.746746, 16.848828
4, AKAZE, FREAK, 935, 16.509510, 14.036042
5, AKAZE, FREAK, 900, 15.583940, 15.892261
6, AKAZE, FREAK, 947, 12.886679, 14.445457
7, AKAZE, FREAK, 984, 11.981315, 15.362906
8, AKAZE, FREAK, 959, 13.120670, 20.534270
9, AKAZE, FREAK, 961, 13.020670, 23.050419
10, AKAZE, FREAK, 970, 11.342427, 11.894069
11, AKAZE, FREAK, 935, 12.588132, 12.161686
12, AKAZE, FREAK, 961, 8.848173, 17.919494
13, AKAZE, FREAK, 964, 9.960280, 10.783258
14, AKAZE, FREAK, 1010, 9.342840, 9.876270
15, AKAZE, FREAK, 1028, 8.363573, 9.894969
16, AKAZE, FREAK, 1011, 10.278060, 13.864434
17, AKAZE, FREAK, 1027, 9.611036, 11.280857
18, AKAZE, FREAK, 1054, 8.397584, 8.806918
19, AKAZE, FREAK, 1051, 8.842841, 9.551169
20, AKAZE, FREAK, 1037, 7.507805, 14.747364
21, AKAZE, FREAK, 1004, 6.721826, 13.763275
22, AKAZE, FREAK, 1041, 8.498739, 7.969929
23, AKAZE, FREAK, 1049, 8.080008, 8.619309
24, AKAZE, FREAK, 1047, 7.329854, 16.586871
25, AKAZE, FREAK, 1036, 6.985581, 14.336829
26, AKAZE, FREAK, 1064, 6.964027, 10.133661
27, AKAZE, FREAK, 1060, 6.943196, 12.917058
28, AKAZE, FREAK, 1045, 8.386108, 10.352286
29, AKAZE, FREAK, 1042, 6.608878, 13.276919
30, AKAZE, FREAK, 1074, 10.335058, 10.389421
31, AKAZE, FREAK, 1089, 10.056964, 16.516875
32, AKAZE, FREAK, 1102, 9.158701, 18.735178
33, AKAZE, FREAK, 1123, 6.936604, 10.566441
34, AKAZE, FREAK, 1101, 11.275957, 13.264731
35, AKAZE, FREAK, 1135, 8.573839, 14.136257
36, AKAZE, FREAK, 1152, 9.188342, 7.962033
37, AKAZE, FREAK, 1157, 6.791257, 7.320034
38, AKAZE, FREAK, 1134, 6.367849, 9.150759
39, AKAZE, FREAK, 1154, 6.892141, 11.493654
40, AKAZE, FREAK, 1159, 5.925724, 34.322864
41, AKAZE, FREAK, 1164, 5.661101, 9.539508
42, AKAZE, FREAK, 1169, 6.190135, 28.586661
43, AKAZE, FREAK, 1200, 6.497391, 7.833363
44, AKAZE, FREAK, 1191, 5.778564, 9.050530
45, AKAZE, FREAK, 1164, 7.144786, 13.414767
46, AKAZE, FREAK, 1179, 8.603588, 9.338637
47, AKAZE, FREAK, 1168, 8.201800, 10.573530
48, AKAZE, FREAK, 1180, 9.639516, 22.892264
49, AKAZE, FREAK, 1201, 12.752858, 13.200358
50, AKAZE, FREAK, 1210, 13.017200, 19.833260
51, AKAZE, FREAK, 1237, 18.883202, 23.521010
52, AKAZE, FREAK, 1260, nan, 46.321848
53, AKAZE, FREAK, 1281, nan, 121.204811
54, AKAZE, FREAK, 1308, nan, -199.735944
55, AKAZE, FREAK, 1183, nan, -85.191760
56, AKAZE, FREAK, 1222, nan, -3272.023710
57, AKAZE, FREAK, 1275, nan, -709.531979
58, AKAZE, FREAK, 1215, nan, -129.200164
59, AKAZE, FREAK, 1149, nan, -298.074203
60, AKAZE, FREAK, 1247, nan, -4075.309124

0, AKAZE, AKAZE, 0, 0, 0
1, AKAZE, AKAZE, 1103, 12.320080, 14.171540
2, AKAZE, AKAZE, 1073, 12.219899, 19.782599
3, AKAZE, AKAZE, 1126, 14.746746, 14.942139
4, AKAZE, AKAZE, 1126, 16.509510, 14.248959
5, AKAZE, AKAZE, 1117, 15.583940, 16.462302
6, AKAZE, AKAZE, 1118, 12.886679, 19.445133
7, AKAZE, AKAZE, 1147, 11.981315, 16.410820
8, AKAZE, AKAZE, 1148, 13.120670, 20.811153
9, AKAZE, AKAZE, 1120, 13.020670, 19.669842
10, AKAZE, AKAZE, 1149, 11.342427, 16.062596
11, AKAZE, AKAZE, 1083, 12.588132, 15.728457
12, AKAZE, AKAZE, 1087, 8.848173, 14.312271
13, AKAZE, AKAZE, 1071, 9.960280, 11.010628
14, AKAZE, AKAZE, 1138, 9.342840, 14.476080
15, AKAZE, AKAZE, 1119, 8.363573, 15.255046
16, AKAZE, AKAZE, 1132, 10.278060, 12.821820
17, AKAZE, AKAZE, 1152, 9.611036, 11.446575
18, AKAZE, AKAZE, 1161, 8.397584, 11.536220
19, AKAZE, AKAZE, 1165, 8.842841, 9.618556
20, AKAZE, AKAZE, 1161, 7.507805, 12.263087
21, AKAZE, AKAZE, 1142, 6.721826, 12.148561
22, AKAZE, AKAZE, 1169, 8.498739, 7.978553
23, AKAZE, AKAZE, 1156, 8.080008, 11.477950
24, AKAZE, AKAZE, 1184, 7.329854, 12.131741
25, AKAZE, AKAZE, 1183, 6.985581, 13.958980
26, AKAZE, AKAZE, 1200, 6.964027, 14.544336
27, AKAZE, AKAZE, 1196, 6.943196, 10.965307
28, AKAZE, AKAZE, 1193, 8.386108, 9.626088
29, AKAZE, AKAZE, 1194, 6.608878, 13.325893
30, AKAZE, AKAZE, 1215, 10.335058, 9.615128
31, AKAZE, AKAZE, 1236, 10.056964, 11.343607
32, AKAZE, AKAZE, 1248, 9.158701, 11.500108
33, AKAZE, AKAZE, 1259, 6.936604, 15.788617
34, AKAZE, AKAZE, 1266, 11.275957, 9.281481
35, AKAZE, AKAZE, 1264, 8.573839, 11.288673
36, AKAZE, AKAZE, 1263, 9.188342, 11.532737
37, AKAZE, AKAZE, 1285, 6.791257, 11.583763
38, AKAZE, AKAZE, 1222, 6.367849, 16.653303
39, AKAZE, AKAZE, 1257, 6.892141, 11.980816
40, AKAZE, AKAZE, 1270, 5.925724, 10.534666
41, AKAZE, AKAZE, 1276, 5.661101, 8.977180
42, AKAZE, AKAZE, 1285, 6.190135, 8.512094
43, AKAZE, AKAZE, 1312, 6.497391, 20.136565
44, AKAZE, AKAZE, 1285, 5.778564, 10.444634
45, AKAZE, AKAZE, 1295, 7.144786, 9.739115
46, AKAZE, AKAZE, 1271, 8.603588, 21.101101
47, AKAZE, AKAZE, 1271, 8.201800, 21.364768
48, AKAZE, AKAZE, 1260, 9.639516, 22.008048
49, AKAZE, AKAZE, 1285, 12.752858, 14.388919
50, AKAZE, AKAZE, 1298, 13.017200, 28.120866
51, AKAZE, AKAZE, 1330, 18.883202, 28.223344
52, AKAZE, AKAZE, 1363, nan, 33.216538
53, AKAZE, AKAZE, 1333, nan, 72.471952
54, AKAZE, AKAZE, 1369, nan, -194.569131
55, AKAZE, AKAZE, 1283, nan, -72.654239
56, AKAZE, AKAZE, 1323, nan, -20456.678172
57, AKAZE, AKAZE, 1357, nan, 674.569126
58, AKAZE, AKAZE, 1339, nan, -194.741564
59, AKAZE, AKAZE, 1276, nan, -350.903347
60, AKAZE, AKAZE, 1325, nan, -2385.648133

0, AKAZE, SIFT, 0, 0, 0
1, AKAZE, SIFT, 1136, 12.320080, 13.005292
2, AKAZE, SIFT, 1150, 12.219899, 19.904678
3, AKAZE, SIFT, 1166, 14.746746, 15.654671
4, AKAZE, SIFT, 1147, 16.509510, 18.152125
5, AKAZE, SIFT, 1146, 15.583940, 19.437387
6, AKAZE, SIFT, 1138, 12.886679, 22.558854
7, AKAZE, SIFT, 1159, 11.981315, 15.763195
8, AKAZE, SIFT, 1169, 13.120670, 20.388426
9, AKAZE, SIFT, 1161, 13.020670, 19.268060
10, AKAZE, SIFT, 1209, 11.342427, 13.673666
11, AKAZE, SIFT, 1149, 12.588132, 13.795076
12, AKAZE, SIFT, 1134, 8.848173, 14.190702
13, AKAZE, SIFT, 1145, 9.960280, 15.033237
14, AKAZE, SIFT, 1181, 9.342840, 14.749217
15, AKAZE, SIFT, 1183, 8.363573, 15.540048
16, AKAZE, SIFT, 1221, 10.278060, 10.002429
17, AKAZE, SIFT, 1210, 9.611036, 11.732626
18, AKAZE, SIFT, 1215, 8.397584, 11.079755
19, AKAZE, SIFT, 1210, 8.842841, 12.801925
20, AKAZE, SIFT, 1217, 7.507805, 13.907098
21, AKAZE, SIFT, 1189, 6.721826, 13.328084
22, AKAZE, SIFT, 1191, 8.498739, 10.277955
23, AKAZE, SIFT, 1210, 8.080008, 11.365924
24, AKAZE, SIFT, 1219, 7.329854, 12.684347
25, AKAZE, SIFT, 1227, 6.985581, 15.124460
26, AKAZE, SIFT, 1260, 6.964027, 15.456123
27, AKAZE, SIFT, 1247, 6.943196, 11.319711
28, AKAZE, SIFT, 1218, 8.386108, 16.817902
29, AKAZE, SIFT, 1245, 6.608878, 12.818039
30, AKAZE, SIFT, 1245, 10.335058, 13.727813
31, AKAZE, SIFT, 1282, 10.056964, 11.438079
32, AKAZE, SIFT, 1291, 9.158701, 17.091176
33, AKAZE, SIFT, 1304, 6.936604, 13.296766
34, AKAZE, SIFT, 1314, 11.275957, 13.701626
35, AKAZE, SIFT, 1314, 8.573839, 9.957256
36, AKAZE, SIFT, 1302, 9.188342, 10.688000
37, AKAZE, SIFT, 1318, 6.791257, 10.109266
38, AKAZE, SIFT, 1288, 6.367849, 17.607559
39, AKAZE, SIFT, 1307, 6.892141, 53.804010
40, AKAZE, SIFT, 1313, 5.925724, 45.580235
41, AKAZE, SIFT, 1338, 5.661101, 22.044698
42, AKAZE, SIFT, 1344, 6.190135, 26.482554
43, AKAZE, SIFT, 1350, 6.497391, 22.049299
44, AKAZE, SIFT, 1352, 5.778564, 30.564949
45, AKAZE, SIFT, 1342, 7.144786, 19.125636
46, AKAZE, SIFT, 1327, 8.603588, 22.297156
47, AKAZE, SIFT, 1305, 8.201800, 20.709954
48, AKAZE, SIFT, 1305, 9.639516, 25.852631
49, AKAZE, SIFT, 1327, 12.752858, 23.662269
50, AKAZE, SIFT, 1335, 13.017200, 26.090142
51, AKAZE, SIFT, 1361, 18.883202, 28.377782
52, AKAZE, SIFT, 1401, nan, 36.077716
53, AKAZE, SIFT, 1377, nan, 73.388483
54, AKAZE, SIFT, 1398, nan, -192.095033
55, AKAZE, SIFT, 1333, nan, -82.820517
56, AKAZE, SIFT, 1342, nan, -2051.058498
57, AKAZE, SIFT, 1388, nan, 684.108442
58, AKAZE, SIFT, 1364, nan, -133.110009
59, AKAZE, SIFT, 1312, nan, -290.889382
60, AKAZE, SIFT, 1345, nan, -2382.080835

0, SIFT, BRISK, 0, 0, 0
1, SIFT, BRISK, 731, 12.320080, 11.592249
2, SIFT, BRISK, 733, 12.219899, 13.052667
3, SIFT, BRISK, 743, 14.746746, 13.543204
4, SIFT, BRISK, 723, 16.509510, 31.021585
5, SIFT, BRISK, 734, 15.583940, 15.072545
6, SIFT, BRISK, 708, 12.886679, 11.572185
7, SIFT, BRISK, 758, 11.981315, 14.051828
8, SIFT, BRISK, 736, 13.120670, 14.996500
9, SIFT, BRISK, 737, 13.020670, 13.403285
10, SIFT, BRISK, 753, 11.342427, 17.439820
11, SIFT, BRISK, 764, 12.588132, 12.758814
12, SIFT, BRISK, 773, 8.848173, 10.251210
13, SIFT, BRISK, 789, 9.960280, 9.578422
14, SIFT, BRISK, 813, 9.342840, 14.020646
15, SIFT, BRISK, 844, 8.363573, 11.975823
16, SIFT, BRISK, 829, 10.278060, 10.630944
17, SIFT, BRISK, 897, 9.611036, 9.530369
18, SIFT, BRISK, 859, 8.397584, 15.421048
19, SIFT, BRISK, 841, 8.842841, 8.494608
20, SIFT, BRISK, 882, 7.507805, 8.124358
21, SIFT, BRISK, 935, 6.721826, 11.701963
22, SIFT, BRISK, 900, 8.498739, 8.071350
23, SIFT, BRISK, 944, 8.080008, 10.918361
24, SIFT, BRISK, 951, 7.329854, 11.113261
25, SIFT, BRISK, 978, 6.985581, 9.143972
26, SIFT, BRISK, 1017, 6.964027, 9.621101
27, SIFT, BRISK, 992, 6.943196, 11.160013
28, SIFT, BRISK, 946, 8.386108, 15.439316
29, SIFT, BRISK, 982, 6.608878, 15.670943
30, SIFT, BRISK, 926, 10.335058, 11.370785
31, SIFT, BRISK, 962, 10.056964, 18.883624
32, SIFT, BRISK, 989, 9.158701, 12.030030
33, SIFT, BRISK, 976, 6.936604, 10.780009
34, SIFT, BRISK, 957, 11.275957, 10.127129
35, SIFT, BRISK, 959, 8.573839, 8.823172
36, SIFT, BRISK, 979, 9.188342, 7.899707
37, SIFT, BRISK, 915, 6.791257, 8.509934
38, SIFT, BRISK, 961, 6.367849, 7.620898
39, SIFT, BRISK, 993, 6.892141, 7.943371
40, SIFT, BRISK, 927, 5.925724, 7.960831
41, SIFT, BRISK, 940, 5.661101, 7.136960
42, SIFT, BRISK, 956, 6.190135, 23.133627
43, SIFT, BRISK, 983, 6.497391, 6.879712
44, SIFT, BRISK, 936, 5.778564, 7.903873
45, SIFT, BRISK, 989, 7.144786, 93.245924
46, SIFT, BRISK, 937, 8.603588, 8.054875
47, SIFT, BRISK, 969, 8.201800, 8.887481
48, SIFT, BRISK, 954, 9.639516, 10.179692
49, SIFT, BRISK, 1026, 12.752858, 45.491748
50, SIFT, BRISK, 1005, 13.017200, 15.183119
51, SIFT, BRISK, 1001, 18.883202, 17.760016
52, SIFT, BRISK, 972, nan, 47.143526
53, SIFT, BRISK, 1020, nan, 76.583957
54, SIFT, BRISK, 1088, nan, -94.219718
55, SIFT, BRISK, 982, nan, -98.801142
56, SIFT, BRISK, 1011, nan, 209.783801
57, SIFT, BRISK, 1033, nan, 1751.168059
58, SIFT, BRISK, 1055, nan, -240.532226
59, SIFT, BRISK, 1019, nan, -281.325162
60, SIFT, BRISK, 1088, nan, -733.812046

0, SIFT, BRIEF, 0, 0, 0
1, SIFT, BRIEF, 908, 12.320080, 12.249247
2, SIFT, BRIEF, 858, 12.219899, 13.081010
3, SIFT, BRIEF, 878, 14.746746, 15.087746
4, SIFT, BRIEF, 904, 16.509510, 21.309767
5, SIFT, BRIEF, 856, 15.583940, 13.219469
6, SIFT, BRIEF, 893, 12.886679, 11.965716
7, SIFT, BRIEF, 904, 11.981315, 17.378485
8, SIFT, BRIEF, 915, 13.120670, 17.633504
9, SIFT, BRIEF, 881, 13.020670, 12.745580
10, SIFT, BRIEF, 909, 11.342427, 11.532438
11, SIFT, BRIEF, 920, 12.588132, 14.217799
12, SIFT, BRIEF, 919, 8.848173, 10.197329
13, SIFT, BRIEF, 937, 9.960280, 12.544209
14, SIFT, BRIEF, 1010, 9.342840, 13.047309
15, SIFT, BRIEF, 978, 8.363573, 10.086854
16, SIFT, BRIEF, 962, 10.278060, 11.166396
17, SIFT, BRIEF, 980, 9.611036, 10.299065
18, SIFT, BRIEF, 1010, 8.397584, 13.360262
19, SIFT, BRIEF, 1018, 8.842841, 10.913772
20, SIFT, BRIEF, 1008, 7.507805, 8.667566
21, SIFT, BRIEF, 1092, 6.721826, 12.547319
22, SIFT, BRIEF, 1093, 8.498739, 9.986061
23, SIFT, BRIEF, 1131, 8.080008, 11.525758
24, SIFT, BRIEF, 1139, 7.329854, 8.261945
25, SIFT, BRIEF, 1126, 6.985581, 9.766696
26, SIFT, BRIEF, 1191, 6.964027, 15.681434
27, SIFT, BRIEF, 1165, 6.943196, 9.269511
28, SIFT, BRIEF, 1112, 8.386108, 12.034361
29, SIFT, BRIEF, 1155, 6.608878, 10.785257
30, SIFT, BRIEF, 1118, 10.335058, 12.596148
31, SIFT, BRIEF, 1143, 10.056964, 15.673247
32, SIFT, BRIEF, 1159, 9.158701, 13.133128
33, SIFT, BRIEF, 1149, 6.936604, 11.026157
34, SIFT, BRIEF, 1129, 11.275957, 13.788221
35, SIFT, BRIEF, 1129, 8.573839, 10.066596
36, SIFT, BRIEF, 1115, 9.188342, 8.042137
37, SIFT, BRIEF, 1069, 6.791257, 9.950991
38, SIFT, BRIEF, 1122, 6.367849, 11.670209
39, SIFT, BRIEF, 1166, 6.892141, 17.089239
40, SIFT, BRIEF, 1062, 5.925724, 8.517249
41, SIFT, BRIEF, 1060, 5.661101, 15.253297
42, SIFT, BRIEF, 1092, 6.190135, 6.701952
43, SIFT, BRIEF, 1107, 6.497391, 6.816935
44, SIFT, BRIEF, 1079, 5.778564, 18.081528
45, SIFT, BRIEF, 1114, 7.144786, 8.473472
46, SIFT, BRIEF, 1057, 8.603588, 13.563615
47, SIFT, BRIEF, 1105, 8.201800, 11.346013
48, SIFT, BRIEF, 1074, 9.639516, 11.346279
49, SIFT, BRIEF, 1118, 12.752858, 12.218094
50, SIFT, BRIEF, 1137, 13.017200, 15.600691
51, SIFT, BRIEF, 1094, 18.883202, 17.982471
52, SIFT, BRIEF, 1062, nan, 32.736048
53, SIFT, BRIEF, 1096, nan, 61.871184
54, SIFT, BRIEF, 1141, nan, -109.603276
55, SIFT, BRIEF, 1095, nan, -104.330544
56, SIFT, BRIEF, 1125, nan, 244.562451
57, SIFT, BRIEF, 1047, nan, 500.601018
58, SIFT, BRIEF, 1130, nan, -255.353182
59, SIFT, BRIEF, 1129, nan, -423.221437
60, SIFT, BRIEF, 1170, nan, -628.780917

0, SIFT, FREAK, 0, 0, 0
1, SIFT, FREAK, 698, 12.320080, 11.263876
2, SIFT, FREAK, 697, 12.219899, 13.616375
3, SIFT, FREAK, 699, 14.746746, 13.541749
4, SIFT, FREAK, 692, 16.509510, 20.517709
5, SIFT, FREAK, 685, 15.583940, 15.163295
6, SIFT, FREAK, 692, 12.886679, 11.974439
7, SIFT, FREAK, 706, 11.981315, 14.618095
8, SIFT, FREAK, 711, 13.120670, 13.187204
9, SIFT, FREAK, 687, 13.020670, 15.037661
10, SIFT, FREAK, 723, 11.342427, 11.365715
11, SIFT, FREAK, 707, 12.588132, 16.192071
12, SIFT, FREAK, 741, 8.848173, 16.724659
13, SIFT, FREAK, 729, 9.960280, 10.045980
14, SIFT, FREAK, 759, 9.342840, 9.839243
15, SIFT, FREAK, 763, 8.363573, 8.987768
16, SIFT, FREAK, 794, 10.278060, 8.724386
17, SIFT, FREAK, 804, 9.611036, 9.287908
18, SIFT, FREAK, 811, 8.397584, 9.405968
19, SIFT, FREAK, 770, 8.842841, 9.052501
20, SIFT, FREAK, 802, 7.507805, 8.213584
21, SIFT, FREAK, 878, 6.721826, 12.973811
22, SIFT, FREAK, 860, 8.498739, 8.547581
23, SIFT, FREAK, 879, 8.080008, 12.045724
24, SIFT, FREAK, 883, 7.329854, 8.570486
25, SIFT, FREAK, 887, 6.985581, 9.711973
26, SIFT, FREAK, 981, 6.964027, 9.381441
27, SIFT, FREAK, 934, 6.943196, 11.890233
28, SIFT, FREAK, 912, 8.386108, 10.496400
29, SIFT, FREAK, 918, 6.608878, 10.459741
30, SIFT, FREAK, 877, 10.335058, 10.754057
31, SIFT, FREAK, 901, 10.056964, 10.978127
32, SIFT, FREAK, 937, 9.158701, 13.619140
33, SIFT, FREAK, 930, 6.936604, 10.814348
34, SIFT, FREAK, 919, 11.275957, 9.448930
35, SIFT, FREAK, 911, 8.573839, 8.874831
36, SIFT, FREAK, 922, 9.188342, 7.818651
37, SIFT, FREAK, 893, 6.791257, 8.558996
38, SIFT, FREAK, 901, 6.367849, 7.772404
39, SIFT, FREAK, 946, 6.892141, 7.227005
40, SIFT, FREAK, 882, 5.925724, 7.264013
41, SIFT, FREAK, 894, 5.661101, 14.296600
42, SIFT, FREAK, 905, 6.190135, 6.427378
43, SIFT, FREAK, 951, 6.497391, 6.922020
44, SIFT, FREAK, 917, 5.778564, 19.160217
45, SIFT, FREAK, 944, 7.144786, 7.737192
46, SIFT, FREAK, 898, 8.603588, 11.347846
47, SIFT, FREAK, 917, 8.201800, 9.047767
48, SIFT, FREAK, 926, 9.639516, 10.415412
49, SIFT, FREAK, 972, 12.752858, 11.710201
50, SIFT, FREAK, 927, 13.017200, 17.484320
51, SIFT, FREAK, 938, 18.883202, 18.385807
52, SIFT, FREAK, 901, nan, 35.792329
53, SIFT, FREAK, 935, nan, 74.704757
54, SIFT, FREAK, 1022, nan, -97.683544
55, SIFT, FREAK, 882, nan, -82.434104
56, SIFT, FREAK, 978, nan, 258.540951
57, SIFT, FREAK, 966, nan, 1162.189437
58, SIFT, FREAK, 977, nan, -275.739393
59, SIFT, FREAK, 938, nan, -307.997117
60, SIFT, FREAK, 1006, nan, -501.846943

0, SIFT, SIFT, 0, 0, 0
1, SIFT, SIFT, 1030, 12.320080, 11.385706
2, SIFT, SIFT, 987, 12.219899, 12.572759
3, SIFT, SIFT, 972, 14.746746, 12.942032
4, SIFT, SIFT, 964, 16.509510, 18.818469
5, SIFT, SIFT, 988, 15.583940, 12.478807
6, SIFT, SIFT, 967, 12.886679, 11.058538
7, SIFT, SIFT, 1011, 11.981315, 13.573451
8, SIFT, SIFT, 1036, 13.120670, 14.694148
9, SIFT, SIFT, 1008, 13.020670, 12.966380
10, SIFT, SIFT, 1003, 11.342427, 15.048675
11, SIFT, SIFT, 1084, 12.588132, 11.288742
12, SIFT, SIFT, 1060, 8.848173, 11.019636
13, SIFT, SIFT, 1107, 9.960280, 13.711641
14, SIFT, SIFT, 1125, 9.342840, 10.576077
15, SIFT, SIFT, 1107, 8.363573, 9.774980
16, SIFT, SIFT, 1173, 10.278060, 9.052616
17, SIFT, SIFT, 1183, 9.611036, 8.691578
18, SIFT, SIFT, 1158, 8.397584, 10.731704
19, SIFT, SIFT, 1160, 8.842841, 11.084966
20, SIFT, SIFT, 1222, 7.507805, 10.264487
21, SIFT, SIFT, 1256, 6.721826, 8.627960
22, SIFT, SIFT, 1266, 8.498739, 8.336666
23, SIFT, SIFT, 1322, 8.080008, 8.823489
24, SIFT, SIFT, 1269, 7.329854, 8.898185
25, SIFT, SIFT, 1330, 6.985581, 10.226372
26, SIFT, SIFT, 1348, 6.964027, 10.046959
27, SIFT, SIFT, 1314, 6.943196, 9.876750
28, SIFT, SIFT, 1284, 8.386108, 9.571637
29, SIFT, SIFT, 1267, 6.608878, 10.296901
30, SIFT, SIFT, 1245, 10.335058, 9.741862
31, SIFT, SIFT, 1236, 10.056964, 11.201768
32, SIFT, SIFT, 1302, 9.158701, 11.652969
33, SIFT, SIFT, 1265, 6.936604, 10.555155
34, SIFT, SIFT, 1291, 11.275957, 9.833021
35, SIFT, SIFT, 1270, 8.573839, 8.291780
36, SIFT, SIFT, 1306, 9.188342, 7.952913
37, SIFT, SIFT, 1290, 6.791257, 8.345897
38, SIFT, SIFT, 1279, 6.367849, 8.953113
39, SIFT, SIFT, 1276, 6.892141, 8.244062
40, SIFT, SIFT, 1260, 5.925724, 8.034100
41, SIFT, SIFT, 1262, 5.661101, 8.321485
42, SIFT, SIFT, 1336, 6.190135, 6.790126
43, SIFT, SIFT, 1302, 6.497391, 7.306242
44, SIFT, SIFT, 1289, 5.778564, 7.355492
45, SIFT, SIFT, 1261, 7.144786, 8.036814
46, SIFT, SIFT, 1286, 8.603588, 8.287481
47, SIFT, SIFT, 1279, 8.201800, 8.739933
48, SIFT, SIFT, 1334, 9.639516, 9.826121
49, SIFT, SIFT, 1352, 12.752858, 11.739466
50, SIFT, SIFT, 1331, 13.017200, 14.517847
51, SIFT, SIFT, 1346, 18.883202, 18.031035
52, SIFT, SIFT, 1325, nan, 30.225799
53, SIFT, SIFT, 1359, nan, 75.052122
54, SIFT, SIFT, 1477, nan, -135.775096
55, SIFT, SIFT, 1310, nan, -85.475342
56, SIFT, SIFT, 1311, nan, 269.544218
57, SIFT, SIFT, 1431, nan, -1129.720096
58, SIFT, SIFT, 1452, nan, -201.581806
59, SIFT, SIFT, 1370, nan, -311.963674
60, SIFT, SIFT, 1474, nan, -5674.011991
